"Period","Passenger_type","Direction","Country","Count"
201612,"Overseas visitor","Departure","New Zealand",1793
201612,"Overseas visitor","Departure","Nicaragua",1
201612,"Overseas visitor","Departure","Niger",3
201612,"Overseas visitor","Departure","Nigeria",14
201612,"Overseas visitor","Departure","Niue",231
201612,"Overseas visitor","Departure","Norfolk Island",43
201612,"Overseas visitor","Departure","Northern Mariana Islands",3
201612,"Overseas visitor","Departure","Norway",507
201612,"Overseas visitor","Departure","Not Stated",5890
201612,"Overseas visitor","Departure","Oman",67
201612,"Overseas visitor","Departure","Pakistan",71
201612,"Overseas visitor","Departure","Palau",2
201612,"Overseas visitor","Departure","Panama",16
201612,"Overseas visitor","Departure","Papua New Guinea",181
201612,"Overseas visitor","Departure","Paraguay",7
201612,"Overseas visitor","Departure","Peru",49
201612,"Overseas visitor","Departure","Philippines",1573
201612,"Overseas visitor","Departure","Poland",556
201612,"Overseas visitor","Departure","Portugal",287
201612,"Overseas visitor","Departure","Puerto Rico",23
201612,"Overseas visitor","Departure","Qatar",154
201612,"Overseas visitor","Departure","Reunion",21
201612,"Overseas visitor","Departure","Romania",148
201612,"Overseas visitor","Departure","Russia",487
201612,"Overseas visitor","Departure","Rwanda",2
201612,"Overseas visitor","Departure","Samoa",1450
201612,"Overseas visitor","Departure","Samoa, American",102
201612,"Overseas visitor","Departure","Saudi Arabia",236
201612,"Overseas visitor","Departure","Senegal",4
201612,"Overseas visitor","Departure","Serbia",16
201612,"Overseas visitor","Departure","Seychelles",4
201612,"Overseas visitor","Departure","Singapore",11677
201612,"Overseas visitor","Departure","Slovakia",105
201612,"Overseas visitor","Departure","Slovenia",55
201612,"Overseas visitor","Departure","Solomon Islands",77
201612,"Overseas visitor","Departure","Somalia",2
201612,"Overseas visitor","Departure","South Africa",1726
201612,"Overseas visitor","Departure","South Sudan",1
201612,"Overseas visitor","Departure","Spain",1504
201612,"Overseas visitor","Departure","Sri Lanka",361
201612,"Overseas visitor","Departure","St Helena",2
201612,"Overseas visitor","Departure","St Kitts and Nevis",1
201612,"Overseas visitor","Departure","St Pierre and Miquelon",1
201612,"Overseas visitor","Departure","Sudan",2
201612,"Overseas visitor","Departure","Sweden",1763
201612,"Overseas visitor","Departure","Switzerland",2661
201612,"Overseas visitor","Departure","Taiwan",4283
201612,"Overseas visitor","Departure","Tajikistan",3
201612,"Overseas visitor","Departure","Tanzania",8
201612,"Overseas visitor","Departure","Thailand",2026
201612,"Overseas visitor","Departure","Timor-Leste",25
201612,"Overseas visitor","Departure","Togo",2
201612,"Overseas visitor","Departure","Tokelau",20
201612,"Overseas visitor","Departure","Tonga",1509
201612,"Overseas visitor","Departure","Trinidad and Tobago",18
201612,"Overseas visitor","Departure","Tunisia",4
201612,"Overseas visitor","Departure","Turkey",117
201612,"Overseas visitor","Departure","Tuvalu",17
201612,"Overseas visitor","Departure","Uganda",15
201612,"Overseas visitor","Departure","Ukraine",97
201612,"Overseas visitor","Departure","United Arab Emirates",956
201612,"Overseas visitor","Departure","United Kingdom",20967
201612,"Overseas visitor","Departure","United States of America",33050
201612,"Overseas visitor","Departure","Uruguay",83
201612,"Overseas visitor","Departure","Uzbekistan",6
201612,"Overseas visitor","Departure","Vanuatu",317
201612,"Overseas visitor","Departure","Venezuela",26
201612,"Overseas visitor","Departure","Viet Nam",576
201612,"Overseas visitor","Departure","Virgin Islands, British",1
201612,"Overseas visitor","Departure","Virgin Islands, United States",3
201612,"Overseas visitor","Departure","Wallis and Futuna",11
201612,"Overseas visitor","Departure","Yemen",1
201612,"Overseas visitor","Departure","Zambia",23
201612,"Overseas visitor","Departure","Zimbabwe",55
201701,"Overseas visitor","Arrival","Argentina",2224
201701,"Overseas visitor","Arrival","Australia",127760
201701,"Overseas visitor","Arrival","Austria",1344
201701,"Overseas visitor","Arrival","Azerbaijan",16
201701,"Overseas visitor","Arrival","Bahrain",32
201701,"Overseas visitor","Arrival","Bangladesh",112
201701,"Overseas visitor","Arrival","Belarus",48
201701,"Overseas visitor","Arrival","Belgium",1040
201701,"Overseas visitor","Arrival","Bermuda",32
201701,"Overseas visitor","Arrival","Bolivia",32
201701,"Overseas visitor","Arrival","Botswana",16
201701,"Overseas visitor","Arrival","Brazil",2176
201701,"Overseas visitor","Arrival","Brunei Darussalam",32
201701,"Overseas visitor","Arrival","Bulgaria",112
201701,"Overseas visitor","Arrival","Cambodia",128
201701,"Overseas visitor","Arrival","Canada",7952
201701,"Overseas visitor","Arrival","Cayman Islands",16
201701,"Overseas visitor","Arrival","Chile",672
201701,"Overseas visitor","Arrival","China, People's Republic of",54096
201701,"Overseas visitor","Arrival","Colombia",192
201701,"Overseas visitor","Arrival","Cook Islands",880
201701,"Overseas visitor","Arrival","Costa Rica",48
201701,"Overseas visitor","Arrival","Croatia",112
201701,"Overseas visitor","Arrival","Cyprus",48
201701,"Overseas visitor","Arrival","Czechia",768
201701,"Overseas visitor","Arrival","Denmark",2896
201701,"Overseas visitor","Arrival","Ecuador",16
201701,"Overseas visitor","Arrival","Egypt",32
201701,"Overseas visitor","Arrival","Estonia",96
201701,"Overseas visitor","Arrival","Ethiopia",16
201701,"Overseas visitor","Arrival","Falkland Islands",16
201701,"Overseas visitor","Arrival","Fiji",2192
201701,"Overseas visitor","Arrival","Finland",768
201701,"Overseas visitor","Arrival","Former Yugoslav Republic of Macedonia (FYROM)",16
201701,"Overseas visitor","Arrival","France",5616
201701,"Overseas visitor","Arrival","French Guiana",16
201701,"Overseas visitor","Arrival","French Polynesia",1616
201701,"Overseas visitor","Arrival","Georgia",16
201701,"Overseas visitor","Arrival","Germany",15952
201701,"Overseas visitor","Arrival","Ghana",16
201701,"Overseas visitor","Arrival","Gibraltar",16
201701,"Overseas visitor","Arrival","Greece",112
201701,"Overseas visitor","Arrival","Guadeloupe",16
201701,"Overseas visitor","Arrival","Guam",32
201701,"Overseas visitor","Arrival","Guatemala",16
201701,"Overseas visitor","Arrival","Guinea",16
201701,"Overseas visitor","Arrival","Haiti",16
201701,"Overseas visitor","Arrival","Hong Kong (Special Administrative Region)",4736
201701,"Overseas visitor","Arrival","Hungary",272
201701,"Overseas visitor","Arrival","Iceland",64
201701,"Overseas visitor","Arrival","India",3856
201701,"Overseas visitor","Arrival","Indonesia",896
201701,"Overseas visitor","Arrival","Iran",32
201701,"Overseas visitor","Arrival","Iraq",32
201701,"Overseas visitor","Arrival","Ireland",1536
201701,"Overseas visitor","Arrival","Israel",1056
201701,"Overseas visitor","Arrival","Italy",1248
201701,"Overseas visitor","Arrival","Japan",9104
201701,"Overseas visitor","Arrival","Jordan",32
201701,"Overseas visitor","Arrival","Kazakhstan",32
201701,"Overseas visitor","Arrival","Kenya",64
201701,"Overseas visitor","Arrival","Kiribati",64
201701,"Overseas visitor","Arrival","Korea, Republic of",12592
201701,"Overseas visitor","Arrival","Kosovo",16
201701,"Overseas visitor","Arrival","Kuwait",48
201701,"Overseas visitor","Arrival","Laos",48
201701,"Overseas visitor","Arrival","Latvia",64
201701,"Overseas visitor","Arrival","Lebanon",32
201701,"Overseas visitor","Arrival","Liechtenstein",16
201701,"Overseas visitor","Arrival","Lithuania",80
201701,"Overseas visitor","Arrival","Luxembourg",96
201701,"Overseas visitor","Arrival","Macau (Special Administrative Region)",256
201701,"Overseas visitor","Arrival","Malawi",16
201701,"Overseas visitor","Arrival","Malaysia",2704
201701,"Overseas visitor","Arrival","Maldives",16
201701,"Overseas visitor","Arrival","Malta",80
201701,"Overseas visitor","Arrival","Mauritius",96
201701,"Overseas visitor","Arrival","Mexico",352
201701,"Overseas visitor","Arrival","Moldova",16
201701,"Overseas visitor","Arrival","Monaco",32
201701,"Overseas visitor","Arrival","Mongolia",32
201701,"Overseas visitor","Arrival","Montenegro",16
201701,"Overseas visitor","Arrival","Morocco",16
201701,"Overseas visitor","Arrival","Myanmar",48
201701,"Overseas visitor","Arrival","Namibia",16
201701,"Overseas visitor","Arrival","Nauru",16
201701,"Overseas visitor","Arrival","Nepal",64
201701,"Overseas visitor","Arrival","Netherlands",4896
201701,"Overseas visitor","Arrival","New Caledonia",3312
201701,"Overseas visitor","Arrival","New Zealand",1760
201701,"Overseas visitor","Arrival","Nigeria",16
201701,"Overseas visitor","Arrival","Niue",144
201701,"Overseas visitor","Arrival","Norfolk Island",48
201701,"Overseas visitor","Arrival","Norway",752
201701,"Overseas visitor","Arrival","Not Stated",1984
201701,"Overseas visitor","Arrival","Oman",48
201701,"Overseas visitor","Arrival","Pakistan",96
201701,"Overseas visitor","Arrival","Palau",16
201701,"Overseas visitor","Arrival","Panama",32
201701,"Overseas visitor","Arrival","Papua New Guinea",240
201701,"Overseas visitor","Arrival","Paraguay",48
201701,"Overseas visitor","Arrival","Peru",80
201701,"Overseas visitor","Arrival","Philippines",1312
201701,"Overseas visitor","Arrival","Poland",800
201701,"Overseas visitor","Arrival","Portugal",256
201701,"Overseas visitor","Arrival","Qatar",96
201701,"Overseas visitor","Arrival","Reunion",48
201701,"Overseas visitor","Arrival","Romania",208
201701,"Overseas visitor","Arrival","Russia",848
201701,"Overseas visitor","Arrival","Samoa",1168
201701,"Overseas visitor","Arrival","Samoa, American",48
201701,"Overseas visitor","Arrival","Saudi Arabia",208
201701,"Overseas visitor","Arrival","Serbia",48
201701,"Overseas visitor","Arrival","Seychelles",16
201701,"Overseas visitor","Arrival","Singapore",2720
201701,"Overseas visitor","Arrival","Slovakia",176
201701,"Overseas visitor","Arrival","Slovenia",96
201701,"Overseas visitor","Arrival","Solomon Islands",128
201701,"Overseas visitor","Arrival","South Africa",1232
201701,"Overseas visitor","Arrival","Spain",1056
201701,"Overseas visitor","Arrival","Sri Lanka",224
201701,"Overseas visitor","Arrival","St Kitts and Nevis",16
201701,"Overseas visitor","Arrival","Sweden",3024
201701,"Overseas visitor","Arrival","Switzerland",4128
201701,"Overseas visitor","Arrival","Taiwan",4576
201701,"Overseas visitor","Arrival","Tanzania",16
201701,"Overseas visitor","Arrival","Thailand",1024
201701,"Overseas visitor","Arrival","Timor-Leste",16
201701,"Overseas visitor","Arrival","Tonga",1120
201701,"Overseas visitor","Arrival","Trinidad and Tobago",16
201701,"Overseas visitor","Arrival","Turkey",160
201701,"Overseas visitor","Arrival","Tuvalu",16
201701,"Overseas visitor","Arrival","Ukraine",112
201701,"Overseas visitor","Arrival","United Arab Emirates",640
201701,"Overseas visitor","Arrival","United Kingdom",35344
201701,"Overseas visitor","Arrival","United States of America",34240
201701,"Overseas visitor","Arrival","Uruguay",96
201701,"Overseas visitor","Arrival","Vanuatu",288
201701,"Overseas visitor","Arrival","Venezuela",32
201701,"Overseas visitor","Arrival","Viet Nam",784
201701,"Overseas visitor","Arrival","Wallis and Futuna",64
201701,"Overseas visitor","Arrival","Zambia",16
201701,"Overseas visitor","Arrival","Zimbabwe",48
201701,"Overseas visitor","Departure","Afghanistan",13
201701,"Overseas visitor","Departure","Albania",4
201701,"Overseas visitor","Departure","Algeria",1
201701,"Overseas visitor","Departure","Andorra",6
201701,"Overseas visitor","Departure","Angola",11
201701,"Overseas visitor","Departure","Antigua and Barbuda",1
201701,"Overseas visitor","Departure","Argentina",2167
201701,"Overseas visitor","Departure","Armenia",1
201701,"Overseas visitor","Departure","Aruba",9
201701,"Overseas visitor","Departure","Australia",201791
201701,"Overseas visitor","Departure","Austria",1520
201701,"Overseas visitor","Departure","Azerbaijan",13
201701,"Overseas visitor","Departure","Bahamas",5
201701,"Overseas visitor","Departure","Bahrain",34
201701,"Overseas visitor","Departure","Bangladesh",150
201701,"Overseas visitor","Departure","Barbados",16
201701,"Overseas visitor","Departure","Belarus",22
201701,"Overseas visitor","Departure","Belgium",1311
201701,"Overseas visitor","Departure","Bermuda",47
201701,"Overseas visitor","Departure","Bhutan",3
201701,"Overseas visitor","Departure","Bolivia",6
201701,"Overseas visitor","Departure","Bosnia and Herzegovina",3
201701,"Overseas visitor","Departure","Botswana",28
201701,"Overseas visitor","Departure","Brazil",2290
201701,"Overseas visitor","Departure","Brunei Darussalam",118
201701,"Overseas visitor","Departure","Bulgaria",131
201701,"Overseas visitor","Departure","Burkina Faso",8
201701,"Overseas visitor","Departure","Burundi",1
201701,"Overseas visitor","Departure","Cambodia",239
201701,"Overseas visitor","Departure","Canada",7913
201701,"Overseas visitor","Departure","Cayman Islands",31
201701,"Overseas visitor","Departure","Chad",1
201701,"Overseas visitor","Departure","Chile",754
201701,"Overseas visitor","Departure","China, People's Republic of",32017
201701,"Overseas visitor","Departure","Christmas Island",1
201701,"Overseas visitor","Departure","Colombia",252
201701,"Overseas visitor","Departure","Comoros",1
201701,"Overseas visitor","Departure","Congo",6
201701,"Overseas visitor","Departure","Congo, the Democratic Republic of the",12
201701,"Overseas visitor","Departure","Cook Islands",1280
201701,"Overseas visitor","Departure","Costa Rica",74
201701,"Overseas visitor","Departure","Croatia",147
201701,"Overseas visitor","Departure","Cuba",3
201701,"Overseas visitor","Departure","Curacao",7
201701,"Overseas visitor","Departure","Cyprus",61
201701,"Overseas visitor","Departure","Czechia",916
201701,"Overseas visitor","Departure","Denmark",2434
201701,"Overseas visitor","Departure","Djibouti",1
201701,"Overseas visitor","Departure","Dominican Republic",5
201701,"Overseas visitor","Departure","Ecuador",18
201701,"Overseas visitor","Departure","Egypt",34
201701,"Overseas visitor","Departure","El Salvador",1
201701,"Overseas visitor","Departure","Eritrea",1
201701,"Overseas visitor","Departure","Estonia",130
201701,"Overseas visitor","Departure","Eswatini",12
201701,"Overseas visitor","Departure","Ethiopia",24
201701,"Overseas visitor","Departure","Faeroe Islands",8
201701,"Overseas visitor","Departure","Falkland Islands",15
201701,"Overseas visitor","Departure","Fiji",5028
201701,"Overseas visitor","Departure","Finland",1085
201701,"Overseas visitor","Departure","Former Yugoslav Republic of Macedonia (FYROM)",20
201701,"Overseas visitor","Departure","France",5836
201701,"Overseas visitor","Departure","French Guiana",18
201701,"Overseas visitor","Departure","French Polynesia",2710
201701,"Overseas visitor","Departure","Gabon",5
201701,"Overseas visitor","Departure","Gambia",3
201701,"Overseas visitor","Departure","Gaza Strip/Palestine/West Bank",7
201701,"Overseas visitor","Departure","Georgia",13
201701,"Overseas visitor","Departure","Germany",16882
201701,"Overseas visitor","Departure","Ghana",19
201701,"Overseas visitor","Departure","Gibraltar",8
201701,"Overseas visitor","Departure","Greece",129
201701,"Overseas visitor","Departure","Greenland",1
201701,"Overseas visitor","Departure","Grenada",2
201701,"Overseas visitor","Departure","Guadeloupe",3
201701,"Overseas visitor","Departure","Guam",33
201701,"Overseas visitor","Departure","Guatemala",36
201701,"Overseas visitor","Departure","Guinea",2
201701,"Overseas visitor","Departure","Guyana",2
201701,"Overseas visitor","Departure","Haiti",2
201701,"Overseas visitor","Departure","Honduras",8
201701,"Overseas visitor","Departure","Hong Kong (Special Administrative Region)",5705
201701,"Overseas visitor","Departure","Hungary",267
201701,"Overseas visitor","Departure","Iceland",83
201701,"Overseas visitor","Departure","India",5946
201701,"Overseas visitor","Departure","Indonesia",2183
201701,"Overseas visitor","Departure","Iran",73
201701,"Overseas visitor","Departure","Iraq",24
201701,"Overseas visitor","Departure","Ireland",2258
201701,"Overseas visitor","Departure","Israel",894
201701,"Overseas visitor","Departure","Italy",1766
201701,"Overseas visitor","Departure","Jamaica",8
201701,"Overseas visitor","Departure","Japan",11104
201701,"Overseas visitor","Departure","Jordan",33
201701,"Overseas visitor","Departure","Kazakhstan",50
201701,"Overseas visitor","Departure","Kenya",82
201701,"Overseas visitor","Departure","Kiribati",28
201701,"Overseas visitor","Departure","Korea, Republic of",11540
201701,"Overseas visitor","Departure","Kosovo",3
201701,"Overseas visitor","Departure","Kuwait",62
201701,"Overseas visitor","Departure","Kyrgyzstan",4
201701,"Overseas visitor","Departure","Laos",54
201701,"Overseas visitor","Departure","Latvia",78
201701,"Overseas visitor","Departure","Lebanon",18
201701,"Overseas visitor","Departure","Liberia",3
201701,"Overseas visitor","Departure","Libya",1
201701,"Overseas visitor","Departure","Liechtenstein",25
201701,"Overseas visitor","Departure","Lithuania",71
201701,"Overseas visitor","Departure","Luxembourg",142
201701,"Overseas visitor","Departure","Macau (Special Administrative Region)",199
201701,"Overseas visitor","Departure","Madagascar",4
201701,"Overseas visitor","Departure","Malawi",10
201701,"Overseas visitor","Departure","Malaysia",3017
201701,"Overseas visitor","Departure","Maldives",25
201701,"Overseas visitor","Departure","Mali",6
201701,"Overseas visitor","Departure","Malta",95
201701,"Overseas visitor","Departure","Marshall Islands",13
201701,"Overseas visitor","Departure","Martinique",3
201701,"Overseas visitor","Departure","Mauritania",2
201701,"Overseas visitor","Departure","Mauritius",90
201701,"Overseas visitor","Departure","Mayotte",1
201701,"Overseas visitor","Departure","Mexico",452
201701,"Overseas visitor","Departure","Micronesia, Federated States of",5
201701,"Overseas visitor","Departure","Moldova",10
201701,"Overseas visitor","Departure","Monaco",27
201701,"Overseas visitor","Departure","Mongolia",43
201701,"Overseas visitor","Departure","Montenegro",9
201701,"Overseas visitor","Departure","Morocco",24
201701,"Overseas visitor","Departure","Mozambique",13
201701,"Overseas visitor","Departure","Myanmar",135
201701,"Overseas visitor","Departure","Namibia",24
201701,"Overseas visitor","Departure","Nauru",10
201701,"Overseas visitor","Departure","Nepal",80
201701,"Overseas visitor","Departure","Netherlands",5243
201701,"Overseas visitor","Departure","New Caledonia",3236
201701,"Overseas visitor","Departure","New Zealand",2990
201701,"Overseas visitor","Departure","Nicaragua",2
201701,"Overseas visitor","Departure","Niger",3
201701,"Overseas visitor","Departure","Nigeria",25
201701,"Overseas visitor","Departure","Niue",256
201701,"Overseas visitor","Departure","Norfolk Island",62
201701,"Overseas visitor","Departure","Northern Mariana Islands",5
201701,"Overseas visitor","Departure","Norway",919
201701,"Overseas visitor","Departure","Not Stated",6791
201701,"Overseas visitor","Departure","Oman",86
201701,"Overseas visitor","Departure","Pakistan",68
201701,"Overseas visitor","Departure","Palau",4
201701,"Overseas visitor","Departure","Panama",27
201701,"Overseas visitor","Departure","Papua New Guinea",302
201701,"Overseas visitor","Departure","Paraguay",25
201701,"Overseas visitor","Departure","Peru",108
201701,"Overseas visitor","Departure","Philippines",2253
201701,"Overseas visitor","Departure","Pitcairn",1
201701,"Overseas visitor","Departure","Poland",834
201701,"Overseas visitor","Departure","Portugal",257
201701,"Overseas visitor","Departure","Puerto Rico",22
201701,"Overseas visitor","Departure","Qatar",186
201701,"Overseas visitor","Departure","Reunion",124
201701,"Overseas visitor","Departure","Romania",273
201701,"Overseas visitor","Departure","Russia",1253
201701,"Overseas visitor","Departure","Rwanda",3
201701,"Overseas visitor","Departure","Samoa",3827
201701,"Overseas visitor","Departure","Samoa, American",124
201701,"Overseas visitor","Departure","San Marino",2
201701,"Overseas visitor","Departure","Saudi Arabia",275
201701,"Overseas visitor","Departure","Senegal",1
201701,"Overseas visitor","Departure","Serbia",34
201701,"Overseas visitor","Departure","Seychelles",4
201701,"Overseas visitor","Departure","Sierra Leone",6
201701,"Overseas visitor","Departure","Singapore",5771
201701,"Overseas visitor","Departure","Slovakia",257
201701,"Overseas visitor","Departure","Slovenia",95
201701,"Overseas visitor","Departure","Solomon Islands",88
201701,"Overseas visitor","Departure","Somalia",10
201701,"Overseas visitor","Departure","South Africa",3410
201701,"Overseas visitor","Departure","South Sudan",10
201701,"Overseas visitor","Departure","Spain",1478
201701,"Overseas visitor","Departure","Sri Lanka",369
201701,"Overseas visitor","Departure","St Helena",3
201701,"Overseas visitor","Departure","St Kitts and Nevis",6
201701,"Overseas visitor","Departure","St Lucia",1
201701,"Overseas visitor","Departure","St Maarten (Dutch Part)",1
201701,"Overseas visitor","Departure","St Vincent and the Grenadines",4
201701,"Overseas visitor","Departure","Sudan",7
201701,"Overseas visitor","Departure","Suriname",2
201701,"Overseas visitor","Departure","Sweden",3981
201701,"Overseas visitor","Departure","Switzerland",4442
201701,"Overseas visitor","Departure","Syria",8
201701,"Overseas visitor","Departure","Taiwan",2932
201701,"Overseas visitor","Departure","Tajikistan",3
201701,"Overseas visitor","Departure","Tanzania",29
201701,"Overseas visitor","Departure","Thailand",2041
201701,"Overseas visitor","Departure","Timor-Leste",31
201701,"Overseas visitor","Departure","Tokelau",90
201701,"Overseas visitor","Departure","Tonga",3312
201701,"Overseas visitor","Departure","Trinidad and Tobago",12
201701,"Overseas visitor","Departure","Tunisia",2
201701,"Overseas visitor","Departure","Turkey",182
201701,"Overseas visitor","Departure","Turks and Caicos Islands",5
201701,"Overseas visitor","Departure","Tuvalu",38
201701,"Overseas visitor","Departure","Uganda",18
201701,"Overseas visitor","Departure","Ukraine",142
201701,"Overseas visitor","Departure","United Arab Emirates",1147
201701,"Overseas visitor","Departure","United Kingdom",40451
201701,"Overseas visitor","Departure","United States Minor Outlying Islands",1
201701,"Overseas visitor","Departure","United States of America",42068
201701,"Overseas visitor","Departure","Uruguay",122
201701,"Overseas visitor","Departure","Uzbekistan",4
201701,"Overseas visitor","Departure","Vanuatu",322
201701,"Overseas visitor","Departure","Venezuela",23
201701,"Overseas visitor","Departure","Viet Nam",543
201701,"Overseas visitor","Departure","Virgin Islands, British",4
201701,"Overseas visitor","Departure","Virgin Islands, United States",2
201701,"Overseas visitor","Departure","Wallis and Futuna",57
201701,"Overseas visitor","Departure","Western Sahara",2
201701,"Overseas visitor","Departure","Yemen",1
201701,"Overseas visitor","Departure","Zambia",44
201701,"Overseas visitor","Departure","Zimbabwe",68
201702,"Overseas visitor","Arrival","Afghanistan",16
201702,"Overseas visitor","Arrival","Argentina",2336
201702,"Overseas visitor","Arrival","Australia",123408
201702,"Overseas visitor","Arrival","Austria",1536
201702,"Overseas visitor","Arrival","Azerbaijan",16
201702,"Overseas visitor","Arrival","Bahamas",16
201702,"Overseas visitor","Arrival","Bahrain",48
201702,"Overseas visitor","Arrival","Bangladesh",48
201702,"Overseas visitor","Arrival","Belarus",32
201702,"Overseas visitor","Arrival","Belgium",1120
201702,"Overseas visitor","Arrival","Belize",16
201702,"Overseas visitor","Arrival","Bermuda",48
201702,"Overseas visitor","Arrival","Bhutan",16
201702,"Overseas visitor","Arrival","Bolivia",16
201702,"Overseas visitor","Arrival","Bosnia and Herzegovina",16
201702,"Overseas visitor","Arrival","Botswana",16
201702,"Overseas visitor","Arrival","Brazil",1280
201702,"Overseas visitor","Arrival","Brunei Darussalam",32
201702,"Overseas visitor","Arrival","Bulgaria",112
201702,"Overseas visitor","Arrival","Cambodia",192
201702,"Overseas visitor","Arrival","Canada",11712
201702,"Overseas visitor","Arrival","Cayman Islands",16
201702,"Overseas visitor","Arrival","Chile",976
201702,"Overseas visitor","Arrival","China, People's Republic of",33728
201702,"Overseas visitor","Arrival","Colombia",176
201702,"Overseas visitor","Arrival","Congo, the Democratic Republic of the",16
201702,"Overseas visitor","Arrival","Cook Islands",912
201702,"Overseas visitor","Arrival","Costa Rica",48
201702,"Overseas visitor","Arrival","Cote d'Ivoire",16
201702,"Overseas visitor","Arrival","Croatia",112
201702,"Overseas visitor","Arrival","Cyprus",64
201702,"Overseas visitor","Arrival","Czechia",864
201702,"Overseas visitor","Arrival","Denmark",2368
201702,"Overseas visitor","Arrival","Dominican Republic",48
201702,"Overseas visitor","Arrival","Egypt",16
201702,"Overseas visitor","Arrival","Eritrea",16
201702,"Overseas visitor","Arrival","Estonia",96
201702,"Overseas visitor","Arrival","Eswatini",16
201702,"Overseas visitor","Arrival","Fiji",2112
201702,"Overseas visitor","Arrival","Finland",704
201702,"Overseas visitor","Arrival","Former Yugoslav Republic of Macedonia (FYROM)",32
201702,"Overseas visitor","Arrival","France",5952
201702,"Overseas visitor","Arrival","French Polynesia",1968
201702,"Overseas visitor","Arrival","Germany",17760
201702,"Overseas visitor","Arrival","Gibraltar",16
201702,"Overseas visitor","Arrival","Greece",144
201702,"Overseas visitor","Arrival","Guam",32
201702,"Overseas visitor","Arrival","Hong Kong (Special Administrative Region)",4112
201702,"Overseas visitor","Arrival","Hungary",336
201702,"Overseas visitor","Arrival","Iceland",48
201702,"Overseas visitor","Arrival","India",5648
201702,"Overseas visitor","Arrival","Indonesia",1024
201702,"Overseas visitor","Arrival","Iran",80
201702,"Overseas visitor","Arrival","Iraq",16
201702,"Overseas visitor","Arrival","Ireland",1328
201702,"Overseas visitor","Arrival","Israel",880
201702,"Overseas visitor","Arrival","Italy",1120
201702,"Overseas visitor","Arrival","Jamaica",32
201702,"Overseas visitor","Arrival","Japan",11760
201702,"Overseas visitor","Arrival","Jordan",16
201702,"Overseas visitor","Arrival","Kazakhstan",16
201702,"Overseas visitor","Arrival","Kenya",48
201702,"Overseas visitor","Arrival","Kiribati",112
201702,"Overseas visitor","Arrival","Korea, Republic of",8768
201702,"Overseas visitor","Arrival","Kuwait",48
201702,"Overseas visitor","Arrival","Laos",48
201702,"Overseas visitor","Arrival","Latvia",64
201702,"Overseas visitor","Arrival","Libya",16
201702,"Overseas visitor","Arrival","Liechtenstein",16
201702,"Overseas visitor","Arrival","Lithuania",48
201702,"Overseas visitor","Arrival","Luxembourg",112
201702,"Overseas visitor","Arrival","Macau (Special Administrative Region)",176
201702,"Overseas visitor","Arrival","Malaysia",2992
201702,"Overseas visitor","Arrival","Malta",48
201702,"Overseas visitor","Arrival","Mauritius",48
201702,"Overseas visitor","Arrival","Mexico",464
201702,"Overseas visitor","Arrival","Monaco",16
201702,"Overseas visitor","Arrival","Mongolia",32
201702,"Overseas visitor","Arrival","Montenegro",16
201702,"Overseas visitor","Arrival","Morocco",16
201702,"Overseas visitor","Arrival","Myanmar",48
201702,"Overseas visitor","Arrival","Namibia",16
201702,"Overseas visitor","Arrival","Nepal",80
201702,"Overseas visitor","Arrival","Netherlands",4560
201702,"Overseas visitor","Arrival","New Caledonia",1424
201702,"Overseas visitor","Arrival","New Zealand",1696
201702,"Overseas visitor","Arrival","Niue",176
201702,"Overseas visitor","Arrival","Norfolk Island",64
201702,"Overseas visitor","Arrival","Norway",736
201702,"Overseas visitor","Arrival","Not Stated",1712
201702,"Overseas visitor","Arrival","Oman",48
201702,"Overseas visitor","Arrival","Pakistan",48
201702,"Overseas visitor","Arrival","Palau",16
201702,"Overseas visitor","Arrival","Panama",32
201702,"Overseas visitor","Arrival","Papua New Guinea",208
201702,"Overseas visitor","Arrival","Paraguay",16
201702,"Overseas visitor","Arrival","Peru",48
201702,"Overseas visitor","Arrival","Philippines",1968
201702,"Overseas visitor","Arrival","Poland",1072
201702,"Overseas visitor","Arrival","Portugal",304
201702,"Overseas visitor","Arrival","Puerto Rico",16
201702,"Overseas visitor","Arrival","Qatar",176
201702,"Overseas visitor","Arrival","Reunion",32
201702,"Overseas visitor","Arrival","Romania",224
201702,"Overseas visitor","Arrival","Russia",672
201702,"Overseas visitor","Arrival","Samoa",2032
201702,"Overseas visitor","Arrival","Samoa, American",80
201702,"Overseas visitor","Arrival","Saudi Arabia",176
201702,"Overseas visitor","Arrival","Serbia",32
201702,"Overseas visitor","Arrival","Singapore",3664
201702,"Overseas visitor","Arrival","Slovakia",176
201702,"Overseas visitor","Arrival","Slovenia",288
201702,"Overseas visitor","Arrival","Solomon Islands",208
201702,"Overseas visitor","Arrival","South Africa",1744
201702,"Overseas visitor","Arrival","Spain",1104
201702,"Overseas visitor","Arrival","Sri Lanka",256
201702,"Overseas visitor","Arrival","Sweden",2512
201702,"Overseas visitor","Arrival","Switzerland",3424
201702,"Overseas visitor","Arrival","Taiwan",3888
201702,"Overseas visitor","Arrival","Tanzania",16
201702,"Overseas visitor","Arrival","Thailand",1408
201702,"Overseas visitor","Arrival","Timor-Leste",32
201702,"Overseas visitor","Arrival","Tonga",1664
201702,"Overseas visitor","Arrival","Trinidad and Tobago",96
201702,"Overseas visitor","Arrival","Turkey",112
201702,"Overseas visitor","Arrival","Tuvalu",16
